property_scope,availability,location,bedrooms,total_sqft,bathrooms,balconies,buying_status,BER,renovation_needed,price_per_sqft,sqft_per_room,log_total_sqft,log_price_per_sqft
Extended Coverage,0,Fingal,3,1891.0,3,1,1,1,0,660.23,315.1666666666667,7.545389749611823,6.494101736968405
Extended Coverage,0,Fingal,3,1735.0,3,3,1,1,0,510.26,289.1666666666667,7.459338895220296,6.23687826706792
Extended Coverage,0,DCC,3,1075.0,2,1,0,5,2,348.42,215.0,6.98100574072173,5.856274637046298
Extended Coverage,0,Dun Laoghaire,3,1590.0,3,2,0,5,2,406.89,265.0,7.372118028337787,6.010997530210296
Constructed Space,0,Fingal,2,1160.0,2,3,1,6,2,538.15,290.0,7.057036981697891,6.289993825328081
Extended Coverage,0,Fingal,2,930.0,1,1,0,6,2,671.24,310.0,6.836259277277067,6.510615419619962
Constructed Space,0,DCC,2,1010.0,2,1,0,4,2,651.78,252.5,6.918695219020472,6.481240165925665
Extended Coverage,0,Dun Laoghaire,2,1221.0,2,2,1,1,0,632.1,305.25,7.108244139731541,6.450628387550081
Extended Coverage,173,DCC,2,1108.0,2,1,1,6,2,896.12,277.0,7.011213987350367,6.799189632375362
Extended Coverage,108,Dun Laoghaire,2,1370.0,2,1,1,4,2,579.93,342.5,7.223295679562314,6.36463026766567
Extended Coverage,0,South Dublin,2,920.0,2,1,1,1,0,511.98,230.0,6.825460036255307,6.240236858056006
Extended Coverage,138,DCC,2,1277.0,2,1,0,5,2,710.06,319.25,7.15305163493748,6.5667568144284125
Extended Coverage,138,Fingal,2,1213.0,2,2,0,4,2,356.5,303.25,7.101675971619444,5.879135362134062
Extended Coverage,0,South Dublin,3,1653.0,3,2,0,3,1,583.64,275.5,7.4109518755836366,6.3709962731896415
Land Parcel,0,DCC,4,2400.0,3,3,0,6,2,662.08,342.85714285714283,7.783640596221253,6.496895646556665
Extended Coverage,0,DCC,3,1321.0,2,2,1,7,2,343.68,264.2,7.186901020411631,5.842616450371566
Extended Coverage,0,Dun Laoghaire,3,1570.0,3,2,1,6,2,491.59,261.6666666666667,7.359467638255621,6.199677185033771
Extended Coverage,0,Fingal,2,1053.0,2,3,0,5,2,474.26,263.25,6.960347729101308,6.163862022704243
Extended Coverage,0,Fingal,3,1325.0,2,3,0,2,1,479.7,265.0,7.189922170745808,6.175243374899915
Extended Coverage,322,Other,2,1169.0,2,1,0,5,2,486.53,292.25,7.064759027791802,6.189351827006027
Extended Coverage,19,South Dublin,2,1274.0,2,1,0,3,1,801.81,318.5,7.150701457592526,6.688118073247193
Extended Coverage,0,Dun Laoghaire,2,1317.0,2,2,0,5,2,448.14,329.25,7.183870715062453,6.107334643150395
Constructed Space,0,Fingal,2,1195.0,2,1,1,7,2,712.34,298.75,7.086737934510577,6.569958165098508
Extended Coverage,0,South Dublin,2,940.0,2,2,1,1,0,422.61,235.0,6.846943139585379,6.048813220625188
Constructed Space,0,DCC,3,1820.0,3,2,0,5,2,595.56,303.3333333333333,7.507141079727608,6.3911798232355395
Extended Coverage,0,Dun Laoghaire,3,1450.0,3,3,1,1,0,419.56,241.66666666666666,7.280008252884188,6.041587156511192
Constructed Space,0,Dun Laoghaire,3,1615.0,3,0,0,7,2,681.0,269.1666666666667,7.38770923908104,6.525029657843462
Constructed Space,0,DCC,3,2200.0,2,3,0,7,2,510.75,440.0,7.696667081526462,6.2378362245413985
Extended Coverage,0,Fingal,2,985.0,2,1,0,5,2,720.18,246.25,6.893656354602635,6.580888759386122
Constructed Space,0,DCC,2,1116.0,2,1,1,1,0,335.62,279.0,7.018401799069201,5.81895469769802
Extended Coverage,0,Fingal,2,656.0,2,1,0,4,2,432.55,164.0,6.48768401848461,6.072007129823169
Extended Coverage,0,DCC,2,1105.0,2,1,0,5,2,405.72,276.25,7.00850518208228,6.008124988001089
Extended Coverage,0,Dun Laoghaire,2,1220.0,2,1,0,6,2,511.68,305.0,7.107425474110705,6.239651868861624
Constructed Space,0,DCC,3,1400.0,3,2,1,3,1,599.93,233.33333333333334,7.244941546337007,6.398478455205996
Constructed Space,0,Fingal,4,2400.0,3,0,1,5,2,874.9,342.85714285714283,7.783640596221253,6.775251929169043
Land Parcel,0,South Dublin,3,850.0,3,0,0,5,2,841.24,141.66666666666666,6.7464121285733745,6.736065009256843
Constructed Space,0,Dun Laoghaire,2,1000.0,2,1,0,3,1,397.25,250.0,6.90875477931522,5.987079948790158
Extended Coverage,0,Fingal,3,1660.0,3,3,0,7,2,546.99,276.6666666666667,7.415175109613295,6.306257038606333
Extended Coverage,0,Dun Laoghaire,3,1330.0,2,1,0,5,2,486.43,266.0,7.193685818395112,6.189146690384318
Extended Coverage,138,DCC,2,1165.0,2,1,1,1,0,506.61,291.25,7.061334366910438,6.229713436197795
Extended Coverage,0,DCC,2,1153.0,2,2,1,3,1,551.26,288.25,7.050989447068045,6.314018949877343
Constructed Space,0,Fingal,2,1270.0,2,2,0,6,2,402.17,317.5,7.147559271189454,5.999358309227082
Extended Coverage,230,Fingal,2,1070.0,2,2,0,3,1,403.08,267.5,6.976348070447749,6.001612878159797
Constructed Space,0,Fingal,3,1427.0,2,1,1,5,2,676.07,285.4,7.2640301428995295,6.51777466490835
Extended Coverage,0,South Dublin,3,1420.0,2,2,0,3,1,759.33,284.0,7.259116128097101,6.633752549564582
Extended Coverage,0,Fingal,2,2031.0,2,2,0,4,2,1117.68,507.75,7.616775808698373,7.019904697799089
Extended Coverage,200,DCC,2,1454.0,2,1,0,3,1,702.54,363.5,7.282761179605593,6.5561247335023785
Extended Coverage,0,Dun Laoghaire,2,1116.0,2,3,1,7,2,495.9,279.0,7.018401799069201,6.208388798608275
Land Parcel,0,Fingal,4,2000.0,3,1,1,7,2,1021.5,285.7142857142857,7.601402334583733,6.930005887916956
Extended Coverage,199,Dun Laoghaire,2,1346.0,2,1,1,2,1,624.25,336.5,7.205635176410364,6.4381515697577285
Extended Coverage,0,Fingal,2,1062.0,2,1,0,1,0,534.37,265.5,6.968850378341948,6.282958096643734
Extended Coverage,0,Fingal,1,700.0,1,1,0,2,1,413.46,350.0,6.55250788703459,6.026976468109342
Extended Coverage,353,DCC,2,1405.0,2,1,0,4,2,799.75,351.25,7.2485040723706105,6.6855487884892675
Constructed Space,0,Fingal,2,1100.0,2,2,0,5,2,515.91,275.0,7.00397413672268,6.2478687781166204
Land Parcel,0,South Dublin,3,2153.0,4,3,0,5,2,632.61,307.57142857142856,7.675081857716334,6.451433623203951
Land Parcel,0,Fingal,3,1200.0,3,2,0,6,2,1135.0,200.0,7.0909098220799835,7.035268599281097
Extended Coverage,0,South Dublin,3,2135.0,3,2,0,7,2,903.75,355.8333333333333,7.666690200080086,6.807658662443852
Extended Coverage,0,Dun Laoghaire,2,1125.0,2,1,1,5,2,474.18,281.25,7.026426808699636,6.163693679620642
Extended Coverage,0,South Dublin,3,1350.0,2,2,1,1,0,397.25,270.0,7.208600337960199,5.987079948790158
Constructed Space,0,South Dublin,2,1068.0,2,3,0,2,1,510.11,267.0,6.974478911025045,6.236584831225561
Extended Coverage,0,Fingal,2,940.0,2,1,0,1,0,397.25,235.0,6.846943139585379,5.987079948790158
Extended Coverage,138,DCC,2,1063.0,2,1,0,1,0,350.11,265.75,6.96979066990159,5.861099564682769
Extended Coverage,0,DCC,2,1382.0,2,2,1,4,2,693.98,345.5,7.232010331664759,6.54388306817231
Extended Coverage,0,DCC,2,936.0,2,1,0,5,2,545.67,234.0,6.842683282238422,6.30384532969252
Extended Coverage,0,DCC,3,1400.0,2,3,1,3,1,486.43,280.0,7.244941546337007,6.189146690384318
Extended Coverage,232,Dun Laoghaire,1,475.0,1,1,1,2,1,621.26,237.5,6.16541785423142,6.433358011829698
Extended Coverage,0,Other,2,1200.0,2,1,0,3,1,1087.71,300.0,7.0909098220799835,6.992748788111782
Extended Coverage,0,Fingal,3,1450.0,3,3,1,4,2,508.79,241.66666666666666,7.280008252884188,6.233998876214124
Extended Coverage,0,South Dublin,2,1162.0,2,1,0,3,1,507.92,290.5,7.0587581525186645,6.2322908332745
Extended Coverage,352,DCC,2,1161.0,2,1,0,2,1,476.58,290.25,7.057897937411856,6.168731685154665
Extended Coverage,0,Fingal,3,1623.29,2,2,0,5,2,734.16,324.658,7.392826076208215,6.600088162597273
Extended Coverage,0,DCC,2,1260.0,2,1,0,1,0,630.56,315.0,7.13966033596492,6.448192949153688
Extended Coverage,0,South Dublin,3,1500.0,2,0,1,2,1,529.67,300.0,7.313886831633462,6.274140359123526
Extended Coverage,0,Fingal,3,2000.0,3,3,0,5,2,1135.0,333.3333333333333,7.601402334583733,7.035268599281097
Extended Coverage,0,DCC,2,1100.0,2,2,0,3,1,476.7,275.0,7.00397413672268,6.168982920395917
Extended Coverage,0,Dun Laoghaire,3,1400.0,2,3,1,3,1,454.0,280.0,7.244941546337007,6.12029741895095
Extended Coverage,0,DCC,3,2257.0,3,2,0,7,2,779.46,376.1666666666667,7.722234744709607,6.65988348944297
Extended Coverage,0,DCC,2,1153.0,2,2,1,2,1,556.18,288.25,7.050989447068045,6.322888347506968
Extended Coverage,0,Dun Laoghaire,2,1197.0,2,1,1,1,0,539.15,299.25,7.088408778675395,6.2918468787629935
Extended Coverage,0,Fingal,2,1150.0,2,2,0,5,2,888.26,287.5,7.048386408721883,6.790389656196878
Extended Coverage,354,Fingal,1,595.0,1,1,0,6,2,763.03,297.5,6.39024066706535,6.638607055411298
Extended Coverage,202,DCC,3,1837.0,3,1,0,7,2,679.64,306.1666666666667,7.516433302915632,6.523033532011873
Extended Coverage,0,DCC,3,1830.0,3,3,0,5,2,569.73,305.0,7.5126175446745105,6.346916243184019
Extended Coverage,0,Fingal,3,1715.0,3,3,1,2,1,761.08,285.8333333333333,7.447751280047908,6.63605153705255
Extended Coverage,0,Dun Laoghaire,2,970.0,2,1,0,5,2,409.54,242.5,6.878326468291325,6.017473366289033
Extended Coverage,199,Fingal,2,1168.0,2,1,0,6,2,641.35,292.0,7.063903961472068,6.465133326477619
Extended Coverage,0,DCC,2,1160.0,2,2,0,1,0,357.52,290.0,7.057036981697891,5.881984446489161
Constructed Space,0,Other,3,1500.0,3,2,0,2,1,567.5,250.0,7.313886831633462,6.343001313190591
Extended Coverage,352,South Dublin,2,850.0,2,1,1,4,2,339.16,212.5,6.7464121285733745,5.829416095153583
Extended Coverage,0,DCC,2,935.0,2,2,0,7,2,473.42,233.75,6.841615476477592,6.162093005310891
Extended Coverage,108,South Dublin,1,654.0,1,1,0,3,1,850.38,327.0,6.484635235635252,6.746858562396976
Extended Coverage,0,Fingal,2,1300.0,2,1,1,4,2,288.12,325.0,7.170888478512505,5.6668418268439185
Extended Coverage,0,South Dublin,2,950.0,2,1,1,1,0,716.84,237.5,6.85751406254539,6.576246702989803
Extended Coverage,138,Fingal,3,1250.0,3,2,1,2,1,490.32,208.33333333333334,7.1316985104669115,6.197095646670894
Extended Coverage,0,South Dublin,2,1072.0,2,1,1,1,0,453.89,268.0,6.9782137426306985,6.120055631480957
Extended Coverage,0,Fingal,3,1425.0,2,2,0,1,0,517.72,285.0,7.262628600974241,6.251364238547311
Constructed Space,0,Dun Laoghaire,2,1165.0,1,0,1,2,1,410.06,388.3333333333333,7.061334366910438,6.018739189242862
Extended Coverage,0,South Dublin,3,1390.0,2,2,0,4,2,567.42,278.0,7.237778191923443,6.342860582092304
Constructed Space,0,Fingal,3,1510.0,3,2,0,6,2,586.29,251.66666666666666,7.32052696227274,6.375518735310465
Extended Coverage,0,Dun Laoghaire,2,1305.0,2,2,1,1,0,782.76,326.25,7.174724309836376,6.664102851036387
Constructed Space,0,South Dublin,2,866.0,2,2,0,5,2,419.4,216.5,6.7650389767805414,6.041206639002796
Extended Coverage,0,DCC,2,1231.0,2,1,0,1,0,779.1,307.75,7.116394144093465,6.659422116594268
Extended Coverage,0,South Dublin,3,1360.0,2,3,0,2,1,375.55,272.0,7.215975002651466,5.9310508405473605
Extended Coverage,0,Dun Laoghaire,2,1140.0,2,3,1,6,2,547.59,285.0,7.039660349862076,6.307351350120086
Extended Coverage,355,Dun Laoghaire,1,525.0,1,1,1,3,1,648.57,262.5,6.26530121273771,6.476310605515025
Extended Coverage,262,Dun Laoghaire,2,1295.0,2,1,0,5,2,565.31,323.75,7.16703787691222,6.339141631448752
Extended Coverage,0,DCC,2,1020.0,2,2,0,1,0,509.08,255.0,6.928537818164665,6.234567576161796
Land Parcel,0,Fingal,2,1200.0,1,0,0,7,2,472.92,400.0,7.0909098220799835,6.161038531079434
Extended Coverage,0,Fingal,2,1100.0,2,1,1,1,0,423.05,275.0,7.00397413672268,6.0498513728077095
Extended Coverage,0,South Dublin,2,820.0,2,2,0,5,2,512.13,205.0,6.710523109452428,6.240529224373591
Extended Coverage,0,Fingal,2,1354.0,2,2,0,2,1,586.78,338.5,7.2115567333138015,6.376352728227316
Extended Coverage,0,Fingal,4,2453.0,3,2,0,2,1,1156.75,350.42857142857144,7.805474625270857,7.054233745360861
Extended Coverage,0,South Dublin,2,1154.0,2,1,0,3,1,509.47,288.5,7.051855622955894,6.235331869962168
Extended Coverage,0,Fingal,3,1680.0,2,3,0,4,2,621.55,336.0,7.427144133408616,6.433823946398421
Extended Coverage,138,DCC,2,1205.0,2,2,0,7,2,565.15,301.25,7.095064377287131,6.338859060760049
Constructed Space,0,Fingal,3,1400.0,2,2,0,4,2,697.21,280.0,7.244941546337007,6.548519917112053
Usable Interior,0,Fingal,3,1625.0,3,1,1,3,1,1047.69,270.8333333333333,7.3938782901077555,6.955297045179371
Constructed Space,0,Dun Laoghaire,3,1500.0,3,1,0,7,2,552.37,250.0,7.313886831633462,6.316026855547288
Extended Coverage,0,Fingal,3,1520.0,2,3,0,1,0,597.37,304.0,7.327123292259293,6.394209291713692
Constructed Space,0,Other,2,1300.0,3,1,1,7,2,567.5,260.0,7.170888478512505,6.343001313190591
Extended Coverage,0,Fingal,2,1150.0,2,2,0,4,2,463.87,287.5,7.048386408721883,6.141757796607935
Extended Coverage,108,Fingal,3,1762.0,3,3,1,2,1,702.13,293.6666666666667,7.47477218239787,6.555541796478612
Extended Coverage,0,DCC,2,1153.0,2,2,0,4,2,570.95,288.25,7.050989447068045,6.349051574971683
Extended Coverage,0,South Dublin,3,1350.0,2,2,1,1,0,395.15,270.0,7.208600337960199,5.9817929274112505
Extended Coverage,0,South Dublin,2,950.0,2,2,0,3,1,669.05,237.5,6.85751406254539,6.507352336466237
Extended Coverage,0,Fingal,3,1515.0,3,3,0,7,2,603.09,252.5,7.323830566202317,6.403723193456948
Extended Coverage,0,South Dublin,2,1100.0,2,2,0,4,2,309.55,275.0,7.00397413672268,5.738344919005312
Extended Coverage,0,Fingal,2,1250.0,2,2,0,1,0,590.2,312.5,7.1316985104669115,6.382154369633992
Constructed Space,0,South Dublin,2,1200.0,2,0,1,6,2,1135.0,300.0,7.0909098220799835,7.035268599281097
Land Parcel,0,South Dublin,4,1200.0,4,2,0,2,1,945.83,150.0,7.0909098220799835,6.853119562815922
Extended Coverage,0,Dun Laoghaire,3,1355.0,2,2,0,3,1,431.38,271.0,7.212294468500341,6.069304831226319
Extended Coverage,138,Other,3,1115.0,3,1,0,1,0,398.42,185.83333333333334,7.017506142941256,5.990013494840667
Extended Coverage,108,DCC,3,1275.0,3,2,0,6,2,400.59,212.5,7.151485463904735,5.995431667669093
Extended Coverage,262,South Dublin,3,2051.0,3,2,0,5,2,940.76,341.8333333333333,7.62657020629066,6.847750465045108
Extended Coverage,0,South Dublin,3,1470.0,2,2,1,3,1,764.39,294.0,7.293697720601438,6.640385507842234
Extended Coverage,0,Fingal,3,1550.0,2,3,0,2,1,512.58,310.0,7.346655163176539,6.24140581080757
Constructed Space,0,Fingal,3,1270.0,2,1,1,2,1,652.4,254.0,7.147559271189454,6.48218949916697
Extended Coverage,199,DCC,4,2119.0,4,2,0,3,1,594.55,264.875,7.659171367666058,6.38948534832691
Extended Coverage,0,Fingal,3,1320.0,2,2,0,4,2,429.92,264.0,7.186144304522325,6.065922458025992
Extended Coverage,0,Fingal,3,1410.0,2,1,1,7,2,434.68,282.0,7.252053951852814,6.076908028925449
Extended Coverage,0,Dun Laoghaire,2,1200.0,2,3,0,6,2,662.08,300.0,7.0909098220799835,6.496895646556665
Extended Coverage,291,Fingal,3,1705.0,2,1,1,2,1,578.88,341.0,7.441906728051625,6.362821185582697
Extended Coverage,0,Dun Laoghaire,2,995.0,2,1,1,2,1,547.54,248.75,6.903747257584598,6.307260203218562
Constructed Space,0,South Dublin,2,1081.0,2,1,1,3,1,545.98,270.25,6.9865664594064265,6.304412238682238
Extended Coverage,0,South Dublin,2,1194.0,2,2,0,5,2,437.27,298.5,7.085901464365611,6.082835158812532
Extended Coverage,352,South Dublin,1,605.0,1,1,1,7,2,567.31,302.5,6.406879986069314,6.342667044488223
Constructed Space,0,Dun Laoghaire,1,567.0,1,1,1,5,2,500.44,283.5,6.342121418721152,6.217483959167656
Extended Coverage,0,Fingal,3,1715.0,3,2,1,7,2,694.9,285.8333333333333,7.447751280047908,6.545205971850804
Extended Coverage,0,Fingal,3,1846.0,3,2,0,7,2,737.81,307.6666666666667,7.52131798019924,6.605040783696394
Extended Coverage,0,Dun Laoghaire,2,1015.0,2,3,1,1,0,626.21,253.75,6.923628628138427,6.441281412786647
Extended Coverage,0,Dun Laoghaire,2,1100.0,2,1,1,1,0,371.45,275.0,7.00397413672268,5.920102800622285
Extended Coverage,0,Dun Laoghaire,3,1965.0,4,2,1,5,2,722.01,280.7142857142857,7.583756300707112,6.583423053321758
Extended Coverage,0,South Dublin,2,1021.0,2,2,0,7,2,510.25,255.25,6.92951677076365,6.236858707357012
Extended Coverage,108,Fingal,2,1230.0,2,1,0,7,2,624.25,307.5,7.115582126184454,6.4381515697577285
Extended Coverage,0,Dun Laoghaire,2,1260.0,2,2,1,1,0,495.44,315.0,7.13966033596492,6.20746263026132
Extended Coverage,0,South Dublin,3,1894.0,4,1,1,7,2,683.16,270.57142857142856,7.546974117516527,6.528191808396626
Extended Coverage,171,DCC,3,1950.0,3,2,0,2,1,762.49,325.0,7.576097340623111,6.637900026995965
Extended Coverage,0,South Dublin,2,1231.0,2,3,1,7,2,608.53,307.75,7.116394144093465,6.4126881683827115
Extended Coverage,0,Fingal,2,1236.0,2,1,1,1,0,532.61,309.0,7.1204443723924875,6.279665235055496
Constructed Space,0,Fingal,4,1800.0,3,0,1,5,2,756.67,257.14285714285717,7.496097345175956,6.630247934646819
Extended Coverage,0,Other,3,1650.0,3,2,0,4,2,928.64,275.0,7.409136443920128,6.8347974144318115
Extended Coverage,0,South Dublin,3,1443.0,2,2,1,2,1,550.59,288.6,7.275172319452771,6.31280501667577
Extended Coverage,0,Other,2,925.0,2,1,0,3,1,834.38,231.25,6.8308742346461795,6.7278867111492495
Extended Coverage,261,Fingal,3,1305.0,3,1,0,4,2,289.45,217.5,7.174724309836376,5.671431444438541
Extended Coverage,0,Fingal,2,1190.0,2,2,0,4,2,442.65,297.5,7.0825485693553,6.0950359632813464
Extended Coverage,0,Dun Laoghaire,2,1284.0,2,2,0,5,2,471.68,321.0,7.158513997329321,6.158418626770815
Constructed Space,0,Fingal,2,1325.0,2,1,0,7,2,505.4,331.25,7.189922170745808,6.227326870829966
Extended Coverage,169,Fingal,2,1183.0,2,1,1,5,2,763.13,295.75,7.076653815443951,6.638737931759511
Constructed Space,0,Fingal,3,1750.0,3,2,0,1,0,648.57,291.6666666666667,7.467942332285852,6.476310605515025
Extended Coverage,0,Fingal,1,747.0,1,2,0,5,2,410.24,373.5,6.617402977974478,6.019176985674518
Extended Coverage,0,Dun Laoghaire,2,1342.0,2,1,1,2,1,761.18,335.5,7.202661196523238,6.636182748263424
Extended Coverage,0,Fingal,2,1113.0,2,1,0,1,0,530.28,278.25,7.01571242048723,6.275289189232458
Extended Coverage,0,Other,3,1738.0,3,2,0,7,2,718.35,289.6666666666667,7.461065514354283,6.5783480264830425
Extended Coverage,0,DCC,2,1206.0,2,2,0,3,1,847.01,301.5,7.095893221097532,6.742892428175203
Extended Coverage,77,Dun Laoghaire,2,1162.0,2,1,0,7,2,576.29,290.5,7.0587581525186645,6.358344739900577
Extended Coverage,0,South Dublin,2,1194.0,2,2,1,1,0,437.27,298.5,7.085901464365611,6.082835158812532
Constructed Space,0,Dun Laoghaire,3,1857.0,4,3,1,3,1,947.36,265.2857142857143,7.527255919373784,6.854734177004884
Extended Coverage,0,Dun Laoghaire,2,1150.0,2,1,0,3,1,453.9,287.5,7.048386408721883,6.120077614575958
Extended Coverage,0,Fingal,2,1290.0,2,2,0,2,1,633.49,322.5,7.1631723908466425,6.452821526588953
Constructed Space,0,South Dublin,2,1150.0,2,0,1,7,2,690.87,287.5,7.048386408721883,6.539398076697855
Extended Coverage,0,DCC,2,1160.0,2,2,0,4,2,626.99,290.0,7.057036981697891,6.442524242774538
Extended Coverage,0,Fingal,2,900.0,2,2,0,3,1,340.5,225.0,6.803505257608338,5.833347679010845
Constructed Space,352,Dun Laoghaire,3,1320.0,2,1,0,3,1,327.77,264.0,7.186144304522325,5.795358418143411
Extended Coverage,0,South Dublin,4,2240.0,4,2,1,6,2,810.71,280.0,7.714677473800927,6.699143133513836
Extended Coverage,0,DCC,2,891.0,2,1,0,7,2,331.2,222.75,6.79346613258001,5.8057371971791945
Extended Coverage,0,Fingal,3,1852.0,3,2,0,2,1,766.06,308.6666666666667,7.52456122628536,6.642565025165583
Extended Coverage,0,Fingal,3,1323.0,2,1,0,2,1,360.32,264.6,7.188412736496954,5.889763992281643
Extended Coverage,0,DCC,2,1404.0,2,1,0,3,1,545.67,351.0,7.247792581767846,6.30384532969252
Constructed Space,0,South Dublin,2,1370.0,2,2,0,7,2,497.08,342.5,7.223295679562314,6.210760706693298
Extended Coverage,0,Dun Laoghaire,3,1385.0,2,2,1,4,2,397.29,277.0,7.234177179749849,5.98718038316893
Extended Coverage,0,South Dublin,2,1129.0,2,1,0,5,2,502.66,282.25,7.029972911706386,6.221901437249657
Extended Coverage,0,South Dublin,3,1876.0,3,1,1,4,2,907.52,312.6666666666667,7.537430036586509,6.8118169019032155
Extended Coverage,0,Fingal,3,1720.0,3,1,0,4,2,626.89,286.6666666666667,7.450660796211539,6.44236499189036
Land Parcel,0,South Dublin,4,1200.0,4,1,1,5,2,756.67,150.0,7.0909098220799835,6.630247934646819
Extended Coverage,0,DCC,2,1175.0,2,2,1,2,1,837.29,293.75,7.069874128458572,6.731364102668928
Extended Coverage,0,Fingal,1,500.0,1,2,0,6,2,1157.7,250.0,6.2166061010848646,7.055053966003016
Extended Coverage,18,DCC,3,1893.0,3,2,1,4,2,779.45,315.5,7.546446273746024,6.659870676404422
Extended Coverage,0,Dun Laoghaire,3,1430.0,3,2,1,1,0,412.73,238.33333333333334,7.266128779556451,6.025213587154356
Constructed Space,0,Fingal,2,850.0,2,2,0,4,2,600.88,212.5,6.7464121285733745,6.400058089890678
Extended Coverage,76,Fingal,2,1392.0,2,1,0,4,2,896.91,348.0,7.239214973779806,6.8000698405624185
Extended Coverage,80,Dun Laoghaire,3,1938.0,3,3,1,1,0,614.94,323.0,7.569927655242652,6.423149556192176
Extended Coverage,291,Fingal,2,1020.0,2,2,1,2,1,578.63,255.0,6.928537818164665,6.362389968941402
Extended Coverage,0,South Dublin,3,1832.0,3,2,0,4,2,991.27,305.3333333333333,7.513709247839705,6.899995247670674
Extended Coverage,0,South Dublin,3,1423.0,2,2,0,5,2,677.97,284.6,7.261225091971921,6.520576943961113
Extended Coverage,0,DCC,2,1432.0,2,1,0,1,0,673.71,358.0,7.267525427828172,6.514282968925649
Extended Coverage,0,Fingal,3,1480.0,3,2,0,7,2,498.48,246.66666666666666,7.300472814267799,6.213567557246944
Extended Coverage,0,Dun Laoghaire,3,1843.0,3,2,1,3,1,592.44,307.1666666666667,7.519692404116539,6.3859361137412805
Extended Coverage,352,DCC,3,1916.0,2,1,1,4,2,888.57,383.2,7.558516743045645,6.790738199906102
Extended Coverage,0,DCC,2,1255.0,2,1,0,3,1,501.93,313.75,7.135687347028144,6.22045099540545
Extended Coverage,0,South Dublin,2,1160.0,2,2,1,1,0,431.3,290.0,7.057036981697891,6.069119791673586
Extended Coverage,0,Fingal,2,1160.0,2,3,0,3,1,518.58,290.0,7.057036981697891,6.253020792908605
Constructed Space,0,Fingal,2,1200.0,2,1,0,1,0,756.67,300.0,7.0909098220799835,6.630247934646819
Extended Coverage,0,Fingal,2,1100.0,2,1,0,1,0,454.0,275.0,7.00397413672268,6.12029741895095
Usable Interior,0,DCC,3,1500.0,3,3,0,5,2,756.67,250.0,7.313886831633462,6.630247934646819
Extended Coverage,138,Fingal,3,1336.0,2,3,1,7,2,427.75,267.2,7.198183577101943,6.06087399848015
Constructed Space,0,South Dublin,2,1065.0,2,1,0,5,2,490.23,266.25,6.97166860472579,6.1969124498865025
Extended Coverage,0,Dun Laoghaire,2,1294.0,2,1,0,7,2,1008.69,323.5,7.166265974133638,6.9173986320293706
Extended Coverage,0,DCC,3,1550.0,3,2,0,5,2,501.6,258.3333333333333,7.346655163176539,6.2197946251094915
Extended Coverage,352,Dun Laoghaire,2,1216.0,2,1,1,2,1,700.04,304.0,7.104144092987527,6.552564946747595
Extended Coverage,0,Fingal,2,1005.0,2,2,1,7,2,451.74,251.25,6.913737350659685,6.11531800927498
Extended Coverage,0,Fingal,3,1430.0,2,1,1,4,2,809.58,286.0,7.266128779556451,6.697750040808155
Extended Coverage,173,DCC,3,1660.0,3,2,0,3,1,854.67,276.6666666666667,7.415175109613295,6.751884787793417
Extended Coverage,0,Dun Laoghaire,3,1430.0,2,3,1,2,1,444.48,286.0,7.266128779556451,6.099152352524899
Extended Coverage,0,Fingal,3,1470.0,2,1,0,3,1,579.08,294.0,7.293697720601438,6.363166025063338
Extended Coverage,0,DCC,2,1045.0,2,1,0,5,2,833.82,261.25,6.952728644624869,6.727216132750273
Constructed Space,0,South Dublin,2,950.0,2,0,0,6,2,358.42,237.5,6.85751406254539,5.8844916211038765
Extended Coverage,0,Fingal,3,1382.0,3,1,0,3,1,533.83,230.33333333333334,7.232010331664759,6.281948939391206
Extended Coverage,0,South Dublin,2,930.0,2,2,0,7,2,561.4,232.5,6.836259277277067,6.332213340496455
Extended Coverage,0,Dun Laoghaire,3,1660.0,2,2,1,7,2,793.13,332.0,7.415175109613295,6.677247175804874
Extended Coverage,0,Fingal,2,1290.0,2,2,0,4,2,633.05,322.5,7.1631723908466425,6.4521278156809085
Constructed Space,0,Dun Laoghaire,3,1010.0,2,1,0,4,2,505.69,202.0,6.918695219020472,6.227899376743402
Extended Coverage,0,South Dublin,2,1200.0,2,2,1,1,0,671.54,300.0,7.0909098220799835,6.511061589261059
Constructed Space,0,Fingal,3,1650.0,3,2,0,3,1,963.03,275.0,7.409136443920128,6.871122414458268
Extended Coverage,0,DCC,3,1636.0,3,2,0,5,2,610.51,272.6666666666667,7.400620577371135,6.415931308223278
Extended Coverage,0,DCC,2,1153.0,2,2,0,3,1,556.67,288.25,7.050989447068045,6.323767389587163
Extended Coverage,0,DCC,3,2087.01,4,2,0,3,1,870.14,298.14428571428573,7.643966738263091,6.769802698723652
Extended Coverage,0,South Dublin,2,1200.0,2,1,1,2,1,444.54,300.0,7.0909098220799835,6.099287029636728
Extended Coverage,0,DCC,3,1844.0,3,1,1,1,0,547.8,307.3333333333333,7.520234556474628,6.307734076411675
Extended Coverage,0,DCC,2,1215.0,2,1,0,5,2,408.69,303.75,7.103322062526113,6.015400776151452
Extended Coverage,199,Dun Laoghaire,2,1194.0,2,1,1,1,0,541.83,298.5,7.085901464365611,6.296796195409122
Constructed Space,0,Fingal,2,1220.0,2,2,1,4,2,483.77,305.0,7.107425474110705,6.183674551652266
